"dish_liked","cuisine_type","location","restuarant_type"
"Prawn Biryani","Biryani","Electronic City","Casual Dining"
"Prawn Biryani","Biryani","Shanti Nagar","Casual Dining"
"Prawn Biryani","Biryani","Whitefield","Casual Dining"
"Prawn Biryani","Biryani","Whitefield","Food Court"
"Prawn Biryani","Biryani","Old Airport Road","Casual Dining"
"Prawn Crackers","Continental","Bannerghatta Road","Casual Dining"
"Prawn Crackers","Continental","Bannerghatta Road"," Bar"
"Prawn Curry","Konkan","Indiranagar","Casual Dining"
"Prawn Curry","Konkan","Ulsoor","Casual Dining"
"Prawn Curry","Konkan","Ulsoor"," Bar"
"Prawn Curry","Konkan","Richmond Road","Casual Dining"
"Prawn Curry","Konkan","Sarjapur Road","Casual Dining"
"Prawn Curry","Konkan","JP Nagar","Casual Dining"
"Prawn Curry","Konkan","Kammanahalli","Quick Bites"
"Prawn Curry","Konkan","Kalyan Nagar","Casual Dining"
"Prawn Curry","Konkan","Kalyan Nagar"," Bar"
"Prawn Curry","Konkan","BTM","Casual Dining"
"Prawn Curry","Konkan","Church Street","Casual Dining"
"Prawn Curry","Konkan","Church Street"," Bar"
"Prawn Curry","Konkan","Koramangala 6th Block","Casual Dining"
"Prawn Curry","Konkan","HSR","Casual Dining"
"Prawn Dim Sums","Chinese","Vasanth Nagar","Fine Dining"
"Prawn Dim Sums","Chinese","Vasanth Nagar"," Bar"
"Prawn Dim Sums","Chinese","Koramangala 5th Block","Casual Dining"
"Prawn Dumplings","Chinese","Koramangala 5th Block","Casual Dining"
"Prawn Gassi","Mangalorean","HSR","Casual Dining"
"Prawn Ghee Roast","Andhra","Indiranagar","Casual Dining"
"Prawn Ghee Roast","Andhra","JP Nagar","Casual Dining"
"Prawn Ghee Roast","Andhra","Kalyan Nagar","Casual Dining"
"Prawn Ghee Roast","Andhra","Rajajinagar","Casual Dining"
"Prawn Ghee Roast","Andhra","Jeevan Bhima Nagar","Casual Dining"
"Prawn Ghee Roast","Andhra","Church Street","Casual Dining"
"Prawn Ghee Roast","Andhra","Koramangala 6th Block","Casual Dining"
"Prawn Ghee Roast","Andhra","Kalyan Nagar","Pub"
"Prawn Ghee Roast","Andhra","Kalyan Nagar"," Casual Dining"
"Prawn Ghee Roast","Andhra","RT Nagar","Casual Dining"
"Prawn Ghee Roast","Andhra","Koramangala 5th Block","Casual Dining"
"Prawn Ghee Roast","Andhra","Koramangala 5th Block"," Bar"
"Prawn Ghee Roast","Andhra","Basavanagudi","Casual Dining"
"Prawn Ghee Roast","Andhra","Cunningham Road","Casual Dining"
"Prawn Ghee Roast","Andhra","Sarjapur Road","Microbrewery"
"Prawn Ghee Roast","Andhra","Sarjapur Road"," Casual Dining"
"Prawn Ghee Roast","Andhra","Seshadripuram","Casual Dining"
"Prawn Malai Curry","Bengali","Whitefield","Casual Dining"
"Prawn Malai Curry","Bengali","Kalyan Nagar","Casual Dining"
"Prawn Malai Curry","Bengali","Kalyan Nagar"," Bar"
"Prawn Noodles","Seafood","Koramangala 7th Block","Food Court"
"Prawn Pepper Fry","Andhra","Sarjapur Road","Casual Dining"
"Prawn Pizza","Pizza","Koramangala 4th Block","Casual Dining"
"Prawn Pizza","Pizza","Koramangala 4th Block"," Cafe"
"Prawn Pizza","Pizza","Banashankari","Casual Dining"
"Prawn Pizza","Pizza","Banashankari"," Cafe"
"Prawn Ravioli","Pizza","Whitefield","Casual Dining"
"Prawn Ravioli","Pizza","Whitefield"," Cafe"
"Prawn Rolls","Fast Food","Sahakara Nagar","Takeaway"
"Prawn Sushi","Asian","Koramangala 5th Block","Casual Dining"
"Prawn Sushi","Asian","Koramangala 5th Block"," Bar"
"Prawn Taquitos","Mexican","Lavelle Road","Lounge"
"Primavera","French","Old Airport Road","Fine Dining"
"Prompt Service","North Indian","JP Nagar","Dessert Parlor"
"Prompt Service","North Indian","Marathahalli","Casual Dining"
"Prompt Service","North Indian","Marathahalli"," Bar"
"Prompt Service","North Indian","HSR","Quick Bites"
"Prompt Service","North Indian","Electronic City","Food Court"
"Prompt Service","North Indian","Electronic City"," Quick Bites"
"Prompt Service","North Indian","Bannerghatta Road","Casual Dining"
"Prompt Service","North Indian","JP Nagar","Quick Bites"
"Prompt Service","North Indian","Sarjapur Road","Casual Dining"
"Prompt Service","North Indian","Whitefield","Delivery"
"Prompt Service","North Indian","Banashankari","Delivery"
"Protein Chapati","North Indian","Malleshwaram","Quick Bites"
"Protein Shake","Beverages","HSR","Cafe"
"Protein Shake","Beverages","BTM","Dessert Parlor"
"Protein Shake","Beverages","BTM"," Beverage Shop"
"Protein Smoothie","Cafe","Lavelle Road","Cafe"
"Protein Smoothie","Cafe","Lavelle Road"," Quick Bites"
"Pudding","African","Frazer Town","Casual Dining"
"Pudding","African","Marathahalli","Casual Dining"
"Pudding","African","Whitefield","Pub"
"Pudding","African","Whitefield"," Microbrewery"
"Pudding","African","Bannerghatta Road","Casual Dining"
"Pudina Chicken","North Indian","Koramangala 1st Block","Casual Dining"
"Pudina Chicken","North Indian","Kaggadasapura","Casual Dining"
"Pudina Lassi","Beverages","Jayanagar","Dessert Parlor"
"Pudina Lassi","Beverages","Jayanagar"," Beverage Shop"
"Pudina Lassi","Beverages","Commercial Street","Beverage Shop"
"Pudina Paratha","North Indian","Sankey Road","Fine Dining"
"Pulled Chicken Burger","Roast Chicken","JP Nagar","Quick Bites"
"Pulled Pork","Thai","MG Road","Casual Dining"
"Pulled Pork","Thai","MG Road"," Bar"
"Pulpy Grape Juice","North Indian","BTM","Casual Dining"
"Pulpy Grape Juice","North Indian","HSR","Casual Dining"
"Pulpy Grape Juice","North Indian","Bannerghatta Road","Casual Dining"
"Pulpy Grape Juice","North Indian","Frazer Town","Casual Dining"
"Pulpy Grape Juice","North Indian","Indiranagar","Quick Bites"
"Pulpy Grape Juice","North Indian","Marathahalli","Quick Bites"
"Pulpy Grape Juice","North Indian","Sarjapur Road","Quick Bites"
"Pulpy Grape Juice","North Indian","Koramangala 7th Block","Casual Dining"
"Pulpy Grape Juice","North Indian","HSR","Quick Bites"
"Pulpy Grape Juice","North Indian","Jayanagar","Quick Bites"
"Pumpkin Ravioli","Desserts","Koramangala 7th Block","Dessert Parlor"
"Pumpkin Ravioli","Desserts","Koramangala 7th Block"," Cafe"
"Pumpkin Soup","Italian","Jayanagar","Casual Dining"
"Pumpkin Soup","Italian","Jayanagar"," Cafe"
"Pumpkin Soup","Italian","Koramangala 4th Block","Casual Dining"
"Pumpkin Soup","Italian","Whitefield","Casual Dining"
"Punjabi Chicken","Andhra","New BEL Road","Quick Bites"
"Punjabi Chicken","Andhra","BTM","Quick Bites"
"Punjabi Chicken","Andhra","Jayanagar","Casual Dining"
"Punjabi Chicken","Andhra","Bellandur","Takeaway"
"Punjabi Chicken","Andhra","Bellandur"," Delivery"
"Punjabi Chicken","Andhra","Kammanahalli","Casual Dining"
"Punjabi Chicken","Andhra","Hosur Road","Quick Bites"
"Punjabi Chicken Masala","North Indian","Marathahalli","Casual Dining"
"Punjabi Chole","North Indian","JP Nagar","Quick Bites"
"Punjabi Kulcha","North Indian","JP Nagar","Quick Bites"
"Punjabi Lassi","North Indian","Indiranagar","Casual Dining"
"Punjabi Lassi","North Indian","Whitefield","Casual Dining"
"Punjabi Lassi","North Indian","Sanjay Nagar","Beverage Shop"
"Punjabi Veg Thali","North Indian","Whitefield","Food Court"
"Puran Poli","Maharashtrian","HSR","Casual Dining"
"Puran Poli","Maharashtrian","Sarjapur Road","Casual Dining"
"Puran Poli","Maharashtrian","Malleshwaram","Quick Bites"
"Puri Saagu","South Indian","Jayanagar","Quick Bites"
"Puri Saagu","South Indian","Basavanagudi","Quick Bites"
"Puri Saagu","South Indian","Malleshwaram","Quick Bites"
"Puri Saagu","South Indian","Malleshwaram"," Bakery"
"Puri Sabzi","North Indian","BTM","Quick Bites"
"Puri Sabzi","North Indian","Brookefield","Quick Bites"
"Puri Sabzi","North Indian","Koramangala 6th Block","Sweet Shop"
"Puri Sabzi","North Indian","HSR","Quick Bites"
"Puri Sabzi","North Indian","Jeevan Bhima Nagar","Quick Bites"
"Puri Sabzi","North Indian","Jeevan Bhima Nagar"," Dessert Parlor"
"Puttu Biryani","Kerala","BTM","Quick Bites"
"Puttu Biryani","Kerala","Thippasandra","Quick Bites"
"Pyaz Kachori","Street Food","Koramangala 6th Block","Quick Bites"
"Quesedillas","Mexican","Indiranagar","Casual Dining"
"Quinoa Burger","Cafe","Koramangala 2nd Block","Cafe"
"Quinoa Salad","Cafe","Sarjapur Road","Casual Dining"
"Quinoa Salad","Cafe","Sarjapur Road"," Bar"
"Quinoa Salad","Cafe","Koramangala 5th Block","Cafe"
"Raagi Dosa","South Indian","JP Nagar","Casual Dining"
"Raagi Dosa","South Indian","St. Marks Road","Quick Bites"
"Raagi Dosa","South Indian","Jayanagar","Quick Bites"
"Raagi Dosa","South Indian","Basavanagudi","Quick Bites"
"Raagi Dosa","South Indian","Koramangala 6th Block","Quick Bites"
"Raagi Roti","South Indian","Infantry Road","Quick Bites"
"Raan","North Indian","Koramangala 5th Block","Casual Dining"
"Raan","North Indian","Infantry Road","Casual Dining"
"Raan","North Indian","Residency Road","Fine Dining"
"Raan","North Indian","Residency Road"," Bar"
"Raan Biryani","North Indian","Jayanagar","Casual Dining"
"Rabri","North Indian","Brigade Road","Casual Dining"
"Rabri","North Indian","Sarjapur Road","Casual Dining"
"Rabri","North Indian","Malleshwaram","Casual Dining"
"Rabri","North Indian","HSR","Casual Dining"
"Rabri","North Indian","Koramangala 4th Block","Casual Dining"
"Rabri","North Indian","Malleshwaram","Sweet Shop"
"Rabri","North Indian","Whitefield","Casual Dining"
"Rabri","North Indian","JP Nagar","Casual Dining"
"Rabri","North Indian","Commercial Street","Sweet Shop"
"Rabri","North Indian","Rajajinagar","Casual Dining"
"Rabri","North Indian","Marathahalli","Casual Dining"
"Rabri","North Indian","BTM","Dessert Parlor"
"Rabri","North Indian","Koramangala 7th Block","Casual Dining"
"Rabri","North Indian","Indiranagar","Casual Dining"
"Rabri","North Indian","Banashankari","Casual Dining"
"Rabri","North Indian","JP Nagar","Dessert Parlor"
"Rabri","North Indian","HSR","Quick Bites"
"Rabri","North Indian","Jayanagar","Casual Dining"
"Rabri","North Indian","Frazer Town","Casual Dining"
"Rabri","North Indian","Bellandur","Casual Dining"
"Rabri","North Indian","Koramangala 5th Block","Casual Dining"
"Rabri","North Indian","MG Road","Casual Dining"
"Rabri","North Indian","City Market","Casual Dining"
"Rabri","North Indian","Marathahalli","Pub"
"Rabri","North Indian","Marathahalli"," Casual Dining"
"Rabri","North Indian","Marathahalli"," Bar"
"Rabri","North Indian","Whitefield","Takeaway"
"Rabri","North Indian","Whitefield"," Delivery"
"Rabri","North Indian","Bannerghatta Road","Casual Dining"
"Rabri","North Indian","Banaswadi","Quick Bites"
"Rabri","North Indian","HSR","Delivery"
"Rabri","North Indian","Banashankari","Sweet Shop"
"Rabri","North Indian","Marathahalli","Quick Bites"
"Rabri Malpua","Hyderabadi","Whitefield","Casual Dining"
"Radhaballavi","Bengali","MG Road","Sweet Shop"
"Radhaballavi","Bengali","MG Road"," Quick Bites"
"Radhaballavi","Bengali","BTM","Quick Bites"
"Radhaballavi","Bengali","Koramangala 7th Block","Quick Bites"
"Radhaballavi","Bengali","Koramangala 7th Block"," Sweet Shop"
"Ragi Mudde","South Indian","Basaveshwara Nagar","Casual Dining"
"Ragi Mudde","South Indian","Whitefield","Casual Dining"
"Ragi Mudde","South Indian","Jayanagar","Casual Dining"
"Ragi Mudde","South Indian","HSR","Casual Dining"
"Ragi Mudde","South Indian","Lavelle Road","Quick Bites"
"Ragi Mudde","South Indian","Banashankari","Casual Dining"
"Ragi Mudde","South Indian","Majestic","Casual Dining"
"Ragi Mudde","South Indian","Marathahalli","Casual Dining"
"Ragi Mudde","South Indian","Majestic","Quick Bites"
"Railway Mutton Curry","North Indian","Indiranagar","Casual Dining"
"Rainbow Cake","Bakery","Koramangala 4th Block","Dessert Parlor"
